Python_Pit_Risk_Level,Rolling_3Lap_Degradation,LapTime_ZScore,Outlier_Lap_Flag,Clean_Lap_For_Model,Year,RoundNumber,EventName,Driver_Code,LapNumber,Stint,Tire_Compound,LapTime_Seconds,Degradation_Sec,Lap_ID
Low Risk,0.789,1.624607346,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,2,1,MEDIUM,76.974,0.789,2025_15_SAI_2
Low Risk,0.6775,0.607082108,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,3,1,MEDIUM,76.751,0.566,2025_15_SAI_3
Low Risk,0.661,0.889981502,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,4,1,MEDIUM,76.813,0.628,2025_15_SAI_4
Low Risk,0.604333333,0.848915461,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,5,1,MEDIUM,76.804,0.619,2025_15_SAI_5
Low Risk,0.525666667,-0.469760744,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,6,1,MEDIUM,76.515,0.33,2025_15_SAI_6
Low Risk,0.369666667,-1.245452629,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,7,1,MEDIUM,76.345,0.16,2025_15_SAI_7
Low Risk,0.169666667,-1.888820604,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,8,1,MEDIUM,76.204,0.019000000,2025_15_SAI_8
Low Risk,0.095333333,-1.487285981,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,9,1,MEDIUM,76.292,0.107,2025_15_SAI_9
Low Risk,0.042000000,-1.975515579,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,10,1,MEDIUM,76.185,0,2025_15_SAI_10
Low Risk,0.128,-0.711594096,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,11,1,MEDIUM,76.462,0.277,2025_15_SAI_11
Low Risk,0.229,-0.104729269,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,12,1,MEDIUM,76.595,0.41,2025_15_SAI_12
Low Risk,0.374333333,0.013905961,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,13,1,MEDIUM,76.621,0.436000000,2025_15_SAI_13
Low Risk,0.436666667,0.141666977,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,14,1,MEDIUM,76.649,0.464,2025_15_SAI_14
Low Risk,0.481000000,0.502135559,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,15,1,MEDIUM,76.728,0.543000000,2025_15_SAI_15
Low Risk,0.514000000,0.465632412,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,16,1,MEDIUM,76.72,0.535,2025_15_SAI_16
Low Risk,0.542333333,0.529512920,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,17,1,MEDIUM,76.734,0.549000000,2025_15_SAI_17
Low Risk,0.504333333,-0.018034293,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,18,1,MEDIUM,76.614,0.429,2025_15_SAI_18
Low Risk,0.474333333,0.054972002,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,19,1,MEDIUM,76.63,0.445000000,2025_15_SAI_19
Low Risk,0.540666667,1.437528715,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,20,1,MEDIUM,76.933,0.748,2025_15_SAI_20
Low Risk,0.601666667,0.816975207,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,21,1,MEDIUM,76.797,0.612000000,2025_15_SAI_21
Low Risk,0.595333333,-0.031722973,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,22,1,MEDIUM,76.611,0.426,2025_15_SAI_22
Low Risk,0,-2.390044207,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,29,3,SOFT,74.913,0,2025_15_SAI_29
Low Risk,0.091,-1.878230182,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,32,3,SOFT,75.095,0.182,2025_15_SAI_32
Low Risk,0.478666667,1.136410665,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,33,3,SOFT,76.167,1.254,2025_15_SAI_33
Low Risk,0.739666667,-0.188119036,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,35,3,SOFT,75.696,0.783,2025_15_SAI_35
Low Risk,0.891333333,-0.598695121,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,36,3,SOFT,75.55,0.637,2025_15_SAI_36
Low Risk,0.770666667,0.118406946,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,37,3,SOFT,75.805,0.892000000,2025_15_SAI_37
Low Risk,0.794000000,0.008732512,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,38,3,SOFT,75.766,0.853000000,2025_15_SAI_38
Low Risk,0.704666667,-1.352355333,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,39,3,SOFT,75.282,0.369,2025_15_SAI_39
Low Risk,0.697000000,0.053727152,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,40,3,SOFT,75.782,0.869,2025_15_SAI_40
Low Risk,0.737666667,0.351816639,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,41,3,SOFT,75.888,0.975000000,2025_15_SAI_41
Low Risk,0.878666667,-0.162809551,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,42,3,SOFT,75.705,0.792,2025_15_SAI_42
Low Risk,0.849666667,-0.190931201,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,43,3,SOFT,75.695,0.782,2025_15_SAI_43
Low Risk,0.874333333,0.559916846,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,44,3,SOFT,75.962,1.049000000,2025_15_SAI_44
Low Risk,0.887666667,-0.050322952,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,45,3,SOFT,75.745,0.832000000,2025_15_SAI_45
Low Risk,0.964000000,0.453054577,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,46,3,SOFT,75.924,1.011000000,2025_15_SAI_46
Low Risk,0.998666667,0.852382003,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,47,3,SOFT,76.066,1.153000000,2025_15_SAI_47
Medium Risk,1.158333333,1.296704068,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,48,3,SOFT,76.224,1.311000000,2025_15_SAI_48
Medium Risk,1.189333333,0.714585920,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,49,3,SOFT,76.017,1.104,2025_15_SAI_49
Medium Risk,1.238333333,1.265770254,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,50,3,SOFT,76.213,1.3,2025_15_SAI_50
Low Risk,0,-1.310569305,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,58,4,SOFT,73.808,0,2025_15_SAI_58
Low Risk,0.0385,-1.122096291,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,59,4,SOFT,73.885,0.077,2025_15_SAI_59
Low Risk,0.145333333,-0.431844475,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,60,4,SOFT,74.167,0.359000000,2025_15_SAI_60
Low Risk,0.329333333,0.040561910,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,61,4,SOFT,74.36,0.552000000,2025_15_SAI_61
Low Risk,0.564333333,0.603533250,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,62,4,SOFT,74.59,0.782,2025_15_SAI_62
Low Risk,0.767000000,1.056358023,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,63,4,SOFT,74.775,0.967,2025_15_SAI_63
Low Risk,0.92,1.164056888,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,64,4,SOFT,74.819,1.011,2025_15_SAI_64
High Risk,3.511000000,1.040980066,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,69,5,SOFT,77.352,3.511000000,2025_15_SAI_69
High Risk,3.110500000,0.519920836,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,70,5,SOFT,76.551,2.710000000,2025_15_SAI_70
High Risk,2.547666667,-0.317937202,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,71,5,SOFT,75.263,1.422000000,2025_15_SAI_71
Medium Risk,1.377333333,-1.242963701,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,SAI,72,5,SOFT,73.841,0,2025_15_SAI_72
Medium Risk,1.329000000,1.418779494,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,2,1,MEDIUM,77.82,1.329000000,2025_15_STR_2
Medium Risk,1.087000000,0.351110240,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,3,1,MEDIUM,77.336,0.845,2025_15_STR_3
Low Risk,0.724666667,-1.512899098,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,4,1,MEDIUM,76.491,0,2025_15_STR_4
Low Risk,0.584666667,0.492289646,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,5,1,MEDIUM,77.4,0.909000000,2025_15_STR_5
Low Risk,0.450666667,-0.535672901,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,6,1,MEDIUM,76.934,0.443,2025_15_STR_6
Low Risk,0.647000000,-0.213607382,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,7,1,MEDIUM,77.08,0.589,2025_15_STR_7
Low Risk,0,-1.908094338,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,10,2,HARD,75.242,0,2025_15_STR_10
Low Risk,0.237000000,-1.042604657,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,11,2,HARD,75.716,0.474000000,2025_15_STR_11
Low Risk,0.370666667,-0.743152532,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,12,2,HARD,75.88,0.638000000,2025_15_STR_12
Low Risk,0.446000000,-1.495434701,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,13,2,HARD,75.468,0.226,2025_15_STR_13
Low Risk,0.424666667,-1.159464023,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,14,2,HARD,75.652,0.41,2025_15_STR_14
Low Risk,0.448666667,-0.611685745,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,15,2,HARD,75.952,0.710000000,2025_15_STR_15
Low Risk,0.693000000,-0.157029773,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,16,2,HARD,76.201,0.959000000,2025_15_STR_16
Low Risk,0.860333333,-0.242848370,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,17,2,HARD,76.154,0.912000000,2025_15_STR_17
Low Risk,0.981000000,0.049300045,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,18,2,HARD,76.314,1.072000000,2025_15_STR_18
Medium Risk,1.064000000,0.297626198,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,19,2,HARD,76.45,1.208,2025_15_STR_19
Medium Risk,1.453000000,1.888009134,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,20,2,HARD,77.321,2.079000000,2025_15_STR_20
High Risk,1.616000000,0.942178640,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,21,2,HARD,76.803,1.561000000,2025_15_STR_21
High Risk,2.130000000,3.113206551,Outlier,Exclude: Statistical Outlier,2025,15,Dutch Grand Prix,STR,27,2,HARD,77.992,2.75,2025_15_STR_27
High Risk,1.771,-0.078514887,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,28,2,HARD,76.244,1.002,2025_15_STR_28
Medium Risk,1.473666667,-0.686548776,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,29,2,HARD,75.911,0.669,2025_15_STR_29
Low Risk,0.813666667,-0.502130089,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,30,2,HARD,76.012,0.77,2025_15_STR_30
Low Risk,0.654666667,-0.949482350,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,33,2,HARD,75.767,0.525000000,2025_15_STR_33
Low Risk,0.605333333,-0.956786060,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,34,2,HARD,75.763,0.521,2025_15_STR_34
Low Risk,0.591666667,-0.576993120,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,36,2,HARD,75.971,0.729,2025_15_STR_36
Low Risk,0.680666667,-0.461959682,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,37,2,HARD,76.034,0.792,2025_15_STR_37
Low Risk,0.782666667,-0.398052216,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,38,2,HARD,76.069,0.827,2025_15_STR_38
Low Risk,0.845333333,-0.233718732,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,39,2,HARD,76.159,0.917,2025_15_STR_39
Low Risk,0.908333333,-0.116859366,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,40,2,HARD,76.223,0.981000000,2025_15_STR_40
Low Risk,0.915000000,-0.361533664,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,41,2,HARD,76.089,0.847000000,2025_15_STR_41
Low Risk,0.949000000,-0.047474117,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,42,2,HARD,76.261,1.019000000,2025_15_STR_42
Medium Risk,1.001000000,0.167985339,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,43,2,HARD,76.379,1.137,2025_15_STR_43
Medium Risk,1.150333333,0.456481899,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,44,2,HARD,76.537,1.295,2025_15_STR_44
Medium Risk,1.227666667,0.376141085,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,45,2,HARD,76.493,1.251000000,2025_15_STR_45
Medium Risk,1.264,0.367011447,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,46,2,HARD,76.488,1.246,2025_15_STR_46
Medium Risk,1.346333333,0.907486015,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,47,2,HARD,76.784,1.542,2025_15_STR_47
Medium Risk,1.422333333,0.792452577,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,48,2,HARD,76.721,1.479,2025_15_STR_48
Medium Risk,1.491,0.743152532,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,49,2,HARD,76.694,1.452,2025_15_STR_49
High Risk,1.583666667,1.415093887,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,50,2,HARD,77.062,1.820000000,2025_15_STR_50
High Risk,1.660666667,1.214241851,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,51,2,HARD,76.952,1.710000000,2025_15_STR_51
High Risk,2.611,1.550694955,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,58,3,HARD,76.433,2.611,2025_15_STR_58
High Risk,2.0155,0.126733743,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,59,3,HARD,75.242,1.42,2025_15_STR_59
High Risk,1.816666667,0.125538142,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,60,3,HARD,75.241,1.419,2025_15_STR_60
High Risk,1.607333333,0.799857305,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,61,3,HARD,75.805,1.983,2025_15_STR_61
High Risk,1.621333333,0.176949000,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,62,3,HARD,75.284,1.462,2025_15_STR_62
High Risk,1.859,0.978001907,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,63,3,HARD,75.954,2.132000000,2025_15_STR_63
Medium Risk,1.293666667,-1.227882590,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,64,3,HARD,74.109,0.287000000,2025_15_STR_64
Medium Risk,1.421666667,0.636059920,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,69,3,HARD,75.668,1.846,2025_15_STR_69
Low Risk,0.711000000,-1.571020178,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,70,3,HARD,73.822,0,2025_15_STR_70
Low Risk,0.726000000,-1.174080529,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,71,3,HARD,74.154,0.332000000,2025_15_STR_71
Low Risk,0.431333333,-0.420851676,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,STR,72,3,HARD,74.784,0.962,2025_15_STR_72
Low Risk,0.662000000,1.824084299,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,2,1,SOFT,77.298,0.662000000,2025_15_TSU_2
Low Risk,0.431500000,-0.515579965,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,3,1,SOFT,76.837,0.201000000,2025_15_TSU_3
Low Risk,0.418333333,0.453782019,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,4,1,SOFT,77.028,0.392000000,2025_15_TSU_4
Low Risk,0.291666667,-0.104489281,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,5,1,SOFT,76.918,0.282000000,2025_15_TSU_5
Low Risk,0.244666667,-1.231182267,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,6,1,SOFT,76.696,0.06,2025_15_TSU_6
Low Risk,0.114000000,-1.535693885,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,7,1,SOFT,76.636,0,2025_15_TSU_7
Low Risk,0.152666667,0.484233181,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,8,1,SOFT,77.034,0.398000000,2025_15_TSU_8
Low Risk,0.166000000,-1.028174521,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,9,1,SOFT,76.736,0.100000000,2025_15_TSU_9
Low Risk,0.217666667,-0.749038872,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,10,1,SOFT,76.791,0.155,2025_15_TSU_10
Low Risk,0.142666667,-0.657685386,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,11,1,SOFT,76.809,0.173,2025_15_TSU_11
Low Risk,0.219666667,0.144195207,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,12,1,SOFT,76.967,0.331,2025_15_TSU_12
Low Risk,0.220666667,-0.733813291,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,13,1,SOFT,76.794,0.158,2025_15_TSU_13
Low Risk,0.288666667,0.377654114,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,14,1,SOFT,77.013,0.377000000,2025_15_TSU_14
Low Risk,0.291000000,0.179721563,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,15,1,SOFT,76.974,0.338000000,2025_15_TSU_15
Low Risk,0.479000000,2.128595917,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,16,1,SOFT,77.358,0.722000000,2025_15_TSU_16
Low Risk,0.460333333,0.093443271,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,17,1,SOFT,76.957,0.321,2025_15_TSU_17
Low Risk,0.505666667,0.869947897,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,18,1,SOFT,77.11,0.474,2025_15_TSU_18
Low Risk,0,-2.172984849,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,21,2,HARD,75.319,0,2025_15_TSU_21
Medium Risk,1.307500000,3.134608302,Outlier,Exclude: Statistical Outlier,2025,15,Dutch Grand Prix,TSU,27,2,HARD,77.934,2.615000000,2025_15_TSU_27
Medium Risk,1.111666667,-0.711620769,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,28,2,HARD,76.039,0.72,2025_15_TSU_28
Medium Risk,1.433666667,-0.212321375,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,29,2,HARD,76.285,0.966000000,2025_15_TSU_29
Low Risk,0.901000000,-0.108808086,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,30,2,HARD,76.336,1.017,2025_15_TSU_30
Low Risk,0.757000000,-1.588439217,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,33,2,HARD,75.607,0.288,2025_15_TSU_33
Low Risk,0.659,-0.809045041,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,34,2,HARD,75.991,0.672,2025_15_TSU_34
Low Risk,0.547,-0.790777990,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,36,2,HARD,76,0.681,2025_15_TSU_36
Low Risk,0.764666667,-0.263063184,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,37,2,HARD,76.26,0.941,2025_15_TSU_37
Low Risk,0.796666667,-0.614196497,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,38,2,HARD,76.087,0.768,2025_15_TSU_38
Low Risk,0.973333333,0.284948346,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,39,2,HARD,76.53,1.211,2025_15_TSU_39
Medium Risk,1.02,0.021090943,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,40,2,HARD,76.4,1.081,2025_15_TSU_40
Medium Risk,1.163666667,0.260592278,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,41,2,HARD,76.518,1.199,2025_15_TSU_41
Medium Risk,1.158666667,0.254503261,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,42,2,HARD,76.515,1.196,2025_15_TSU_42
Medium Risk,1.160333333,0.031239305,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,43,2,HARD,76.405,1.086,2025_15_TSU_43
Medium Risk,1.158333333,0.248414244,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,44,2,HARD,76.512,1.193,2025_15_TSU_44
Medium Risk,1.101333333,-0.092570708,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,45,2,HARD,76.344,1.025000000,2025_15_TSU_45
Medium Risk,1.181,0.516330992,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,46,2,HARD,76.644,1.325,2025_15_TSU_46
Medium Risk,1.193333333,0.323512121,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,47,2,HARD,76.549,1.23,2025_15_TSU_47
Medium Risk,1.244,0.215939487,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,48,2,HARD,76.496,1.177000000,2025_15_TSU_48
Medium Risk,1.177666667,0.112426198,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,49,2,HARD,76.445,1.126000000,2025_15_TSU_49
Medium Risk,1.291000000,1.013600714,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,50,2,HARD,76.889,1.570000000,2025_15_TSU_50
Medium Risk,1.411000000,0.946621527,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,51,2,HARD,76.856,1.537000000,2025_15_TSU_51
High Risk,2.707000000,1.811800959,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,58,3,SOFT,77.061,2.707000000,2025_15_TSU_58
High Risk,2.200000000,0.566111019,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,59,3,SOFT,76.047,1.693,2025_15_TSU_59
High Risk,1.628,-0.919134679,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,60,3,SOFT,74.838,0.484000000,2025_15_TSU_60
Medium Risk,1.072333333,-0.236093646,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,61,3,SOFT,75.394,1.040000000,2025_15_TSU_61
Low Risk,0.911666667,-0.026021674,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,62,3,SOFT,75.565,1.211,2025_15_TSU_62
Medium Risk,1.205666667,0.164394441,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,63,3,SOFT,75.72,1.366,2025_15_TSU_63
Medium Risk,1.350666667,0.298299967,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,64,3,SOFT,75.829,1.475000000,2025_15_TSU_64
High Risk,1.730666667,1.374458140,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,69,3,SOFT,76.705,2.351,2025_15_TSU_69
Medium Risk,1.439666667,-0.908078259,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,70,3,SOFT,74.847,0.493000000,2025_15_TSU_70
Low Risk,0.948000000,-1.513724354,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,71,3,SOFT,74.354,0,2025_15_TSU_71
Low Risk,0.409000000,-0.612011912,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,TSU,72,3,SOFT,75.088,0.734000000,2025_15_TSU_72
Low Risk,0.656000000,0.503875675,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,2,1,SOFT,76.304,0.656000000,2025_15_VER_2
Low Risk,0.523500000,-0.334912279,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,3,1,SOFT,76.039,0.391000000,2025_15_VER_3
Low Risk,0.405000000,-1.040760255,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,4,1,SOFT,75.816,0.168000000,2025_15_VER_4
Low Risk,0.285666667,-0.629279372,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,5,1,SOFT,75.946,0.298,2025_15_VER_5
Low Risk,0.188666667,-1.255996410,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,6,1,SOFT,75.748,0.100000000,2025_15_VER_6
Low Risk,0.132666667,-1.572520166,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,7,1,SOFT,75.648,0,2025_15_VER_7
Low Risk,0.068333333,-1.240170222,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,8,1,SOFT,75.753,0.105,2025_15_VER_8
Low Risk,0.354333333,1.459777418,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,9,1,SOFT,76.606,0.958,2025_15_VER_9
Low Risk,0.405,-1.091404056,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,10,1,SOFT,75.8,0.152,2025_15_VER_10
Low Risk,0.463000000,-0.689418886,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,11,1,SOFT,75.927,0.279000000,2025_15_VER_11
Low Risk,0.287666667,-0.205137539,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,12,1,SOFT,76.08,0.432,2025_15_VER_12
Low Risk,0.398000000,-0.043710423,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,13,1,SOFT,76.131,0.483,2025_15_VER_13
Low Risk,0.433666667,-0.350738467,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,14,1,SOFT,76.034,0.386000000,2025_15_VER_14
Low Risk,0.543666667,0.839390856,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,15,1,SOFT,76.41,0.762,2025_15_VER_15
Low Risk,0.565666667,0.165195256,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,16,1,SOFT,76.197,0.549000000,2025_15_VER_16
Low Risk,0.620000000,0.165195256,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,17,1,SOFT,76.197,0.549000000,2025_15_VER_17
Low Risk,0.535333333,0.035420516,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,18,1,SOFT,76.156,0.508000000,2025_15_VER_18
Low Risk,0.614666667,0.918521795,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,19,1,SOFT,76.435,0.787000000,2025_15_VER_19
Low Risk,0.785666667,1.788962125,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,20,1,SOFT,76.71,1.062,2025_15_VER_20
Low Risk,0.969000000,1.776301174,Normal,Use: Clean Lap,2025,15,Dutch Grand Prix,VER,21,1,SOFT,76.706,1.058000000,2025_15_VER_21
