Python_Pit_Risk_Level,Rolling_3Lap_Degradation,LapTime_ZScore,Outlier_Lap_Flag,Clean_Lap_For_Model,Year,RoundNumber,EventName,Driver_Code,LapNumber,Stint,Tire_Compound,LapTime_Seconds,Degradation_Sec,Lap_ID
High Risk,3.434666667,0.568162638,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,41,3,MEDIUM,78.866,3.568,2025_8_COL_41
High Risk,3.071,-0.193727275,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,42,3,MEDIUM,77.798,2.5,2025_8_COL_42
High Risk,2.770333333,-0.377065952,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,43,3,MEDIUM,77.541,2.243000000,2025_8_COL_43
High Risk,2.628000000,0.263549349,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,44,3,MEDIUM,78.439,3.141000000,2025_8_COL_44
High Risk,2.932000000,0.456875347,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,45,3,MEDIUM,78.71,3.412000000,2025_8_COL_45
High Risk,3.815000000,1.512677848,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,46,3,MEDIUM,80.19,4.892,2025_8_COL_46
High Risk,4.298333333,1.297950447,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,47,3,MEDIUM,79.889,4.591000000,2025_8_COL_47
High Risk,4.141666667,0.121586715,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,48,3,MEDIUM,78.24,2.942000000,2025_8_COL_48
High Risk,3.464666667,0.063802930,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,49,3,MEDIUM,78.159,2.861,2025_8_COL_49
High Risk,3.49,1.352167333,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,50,3,MEDIUM,79.965,4.667,2025_8_COL_50
High Risk,4.317333333,1.892196044,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,51,3,MEDIUM,80.722,5.424000000,2025_8_COL_51
High Risk,5.072,1.678895404,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,52,3,MEDIUM,80.423,5.125,2025_8_COL_52
High Risk,5.168666667,1.559047552,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,53,3,MEDIUM,80.255,4.957000000,2025_8_COL_53
High Risk,4.498000000,0.456875347,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,54,3,MEDIUM,78.71,3.412000000,2025_8_COL_54
High Risk,3.921000000,0.444034506,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,55,3,MEDIUM,78.692,3.394000000,2025_8_COL_55
High Risk,3.332333333,0.299218352,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,56,3,MEDIUM,78.489,3.191,2025_8_COL_56
High Risk,3.237666667,0.254275408,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,57,3,MEDIUM,78.426,3.128,2025_8_COL_57
High Risk,3.09,0.128007136,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,58,3,MEDIUM,78.249,2.951000000,2025_8_COL_58
High Risk,3.281333333,0.708698511,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,59,3,MEDIUM,79.063,3.765,2025_8_COL_59
High Risk,3.368333333,0.440467606,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,60,3,MEDIUM,78.687,3.389,2025_8_COL_60
High Risk,3.578,0.576723199,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,61,3,MEDIUM,78.878,3.58,2025_8_COL_61
High Risk,3.295,0.103038834,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,62,3,MEDIUM,78.214,2.916,2025_8_COL_62
High Risk,3.358333333,0.576009819,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,63,3,MEDIUM,78.877,3.579000000,2025_8_COL_63
High Risk,3.192,0.220746545,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,64,3,MEDIUM,78.379,3.081,2025_8_COL_64
High Risk,2.900000000,-0.521882106,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,65,3,MEDIUM,77.338,2.040000000,2025_8_COL_65
High Risk,2.446666667,-0.394187074,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,66,3,MEDIUM,77.517,2.219000000,2025_8_COL_66
High Risk,2.326333333,-0.036783660,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,67,3,MEDIUM,78.018,2.72,2025_8_COL_67
High Risk,2.247000000,-0.691666562,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,68,3,MEDIUM,77.1,1.802000000,2025_8_COL_68
High Risk,1.975666667,-0.974878449,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,69,3,MEDIUM,76.703,1.405,2025_8_COL_69
High Risk,1.538666667,-0.972024929,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,70,3,MEDIUM,76.707,1.409000000,2025_8_COL_70
Medium Risk,1.257333333,-1.293759340,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,71,3,MEDIUM,76.256,0.958,2025_8_COL_71
Medium Risk,1.068,-1.380078328,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,72,3,MEDIUM,76.135,0.837,2025_8_COL_72
Low Risk,0.722,-1.712513439,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,73,3,MEDIUM,75.669,0.371,2025_8_COL_73
Low Risk,0.491333333,-1.787418347,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,74,3,MEDIUM,75.564,0.266000000,2025_8_COL_74
Low Risk,0.419666667,-1.533455042,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,75,3,MEDIUM,75.92,0.622,2025_8_COL_75
Low Risk,0.341666667,-1.879444375,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,COL,76,3,MEDIUM,75.435,0.137,2025_8_COL_76
Low Risk,0.81,0.223089182,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,GAS,5,2,MEDIUM,78.864,0.81,2025_8_GAS_5
Low Risk,0.405,-1.092703810,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,GAS,6,2,MEDIUM,78.054,0,2025_8_GAS_6
Low Risk,0.672666667,0.869614628,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,GAS,7,2,MEDIUM,79.262,1.208,2025_8_GAS_7
High Risk,3.864,1.127444832,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,5,1,MEDIUM,80.952,3.864,2025_8_HAD_5
High Risk,3.4595,0.654705706,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,6,1,MEDIUM,80.143,3.055000000,2025_8_HAD_6
High Risk,3.128333333,0.310523574,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,7,1,MEDIUM,79.554,2.466000000,2025_8_HAD_7
High Risk,1.936333333,-0.962190660,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,12,1,MEDIUM,77.376,0.288000000,2025_8_HAD_12
Low Risk,0.918000000,-1.130483451,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,13,1,MEDIUM,77.088,0,2025_8_HAD_13
Low Risk,0,-0.864255555,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,16,2,SOFT,75.981,0,2025_8_HAD_16
Low Risk,0.605000000,1.095299514,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,17,2,SOFT,77.191,1.210000000,2025_8_HAD_17
Low Risk,0.533666667,-0.231043959,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,18,2,SOFT,76.372,0.391000000,2025_8_HAD_18
Low Risk,0.092,-1.292340562,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,21,3,HARD,76.136,0.092,2025_8_HAD_21
Low Risk,0.2025,-1.055427411,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,22,3,HARD,76.357,0.313,2025_8_HAD_22
Low Risk,0.647333333,0.256706961,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,23,3,HARD,77.581,1.537000000,2025_8_HAD_23
Medium Risk,1.198666667,0.480756049,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,24,3,HARD,77.79,1.746000000,2025_8_HAD_24
High Risk,1.690333333,0.525780268,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,25,3,HARD,77.832,1.788,2025_8_HAD_25
High Risk,1.705,0.303875190,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,26,3,HARD,77.625,1.581,2025_8_HAD_26
Medium Risk,1.269,-0.921426761,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,27,3,HARD,76.482,0.438,2025_8_HAD_27
Low Risk,0.805333333,-0.965378974,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,28,3,HARD,76.441,0.397000000,2025_8_HAD_28
Low Risk,0.429333333,-0.905346682,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,29,3,HARD,76.497,0.453,2025_8_HAD_29
Low Risk,0.412666667,-0.975027021,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,30,3,HARD,76.432,0.388000000,2025_8_HAD_30
Low Risk,0.362000000,-1.128323765,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,31,3,HARD,76.289,0.245,2025_8_HAD_31
Low Risk,0.298666667,-1.109027672,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,32,3,HARD,76.307,0.263000000,2025_8_HAD_32
Low Risk,0.169333333,-1.390965041,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,33,3,HARD,76.044,0,2025_8_HAD_33
Low Risk,0.096333333,-1.363092905,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,34,3,HARD,76.07,0.026,2025_8_HAD_34
Low Risk,0.064666667,-1.210868166,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,35,3,HARD,76.212,0.168000000,2025_8_HAD_35
Low Risk,0.091666667,-1.304132619,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,36,3,HARD,76.125,0.081,2025_8_HAD_36
Low Risk,0.201666667,-1.009331187,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,38,3,HARD,76.4,0.356000000,2025_8_HAD_38
Low Risk,0.437666667,-0.451888480,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,39,3,HARD,76.92,0.876,2025_8_HAD_39
Low Risk,0.737666667,-0.339327934,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,40,3,HARD,77.025,0.981000000,2025_8_HAD_40
Medium Risk,1.018333333,-0.106702804,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,41,3,HARD,77.242,1.198000000,2025_8_HAD_41
High Risk,1.940000000,2.512205915,Outlier,Exclude: Statistical Outlier,2025,8,Monaco Grand Prix,HAD,42,3,HARD,79.685,3.641000000,2025_8_HAD_42
High Risk,2.573000000,1.696409953,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,43,3,HARD,78.924,2.880000000,2025_8_HAD_43
High Risk,2.469000000,-0.441168428,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,44,3,HARD,76.93,0.886000000,2025_8_HAD_44
High Risk,1.878666667,0.613684695,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,45,3,HARD,77.914,1.87,2025_8_HAD_45
High Risk,2.106333333,2.428589508,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,46,3,HARD,79.607,3.563,2025_8_HAD_46
High Risk,2.172666667,-0.227839392,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,47,3,HARD,77.129,1.085000000,2025_8_HAD_47
High Risk,2.018333333,0.117346284,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,48,3,HARD,77.451,1.407,2025_8_HAD_48
High Risk,1.508,0.787349538,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,49,3,HARD,78.076,2.032,2025_8_HAD_49
High Risk,1.543333333,-0.114206840,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,50,3,HARD,77.235,1.191,2025_8_HAD_50
High Risk,2.037,1.704985994,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,51,3,HARD,78.932,2.888000000,2025_8_HAD_51
High Risk,1.917666667,0.403571674,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,52,3,HARD,77.718,1.674000000,2025_8_HAD_52
High Risk,1.979333333,0.084114123,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,53,3,HARD,77.42,1.376,2025_8_HAD_53
High Risk,2.243,2.552942112,Outlier,Exclude: Statistical Outlier,2025,8,Monaco Grand Prix,HAD,54,3,HARD,79.723,3.679,2025_8_HAD_54
High Risk,2.291333333,0.559012429,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,55,3,HARD,77.863,1.819,2025_8_HAD_55
High Risk,2.312666667,0.152722456,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,56,3,HARD,77.484,1.44,2025_8_HAD_56
Medium Risk,1.494333333,-0.078830669,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,57,3,HARD,77.268,1.224,2025_8_HAD_57
Medium Risk,1.201333333,-0.383280147,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,58,3,HARD,76.984,0.94,2025_8_HAD_58
Medium Risk,1.279,0.402499669,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,59,3,HARD,77.717,1.673,2025_8_HAD_59
High Risk,1.525666667,0.714453184,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,60,3,HARD,78.008,1.964,2025_8_HAD_60
High Risk,1.887333333,0.779845502,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,61,3,HARD,78.069,2.025000000,2025_8_HAD_61
High Risk,1.940333333,0.572948497,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,62,3,HARD,77.876,1.832000000,2025_8_HAD_62
High Risk,1.961333333,0.781989512,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,63,3,HARD,78.071,2.027,2025_8_HAD_63
High Risk,2.038000000,1.026406699,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,64,3,HARD,78.299,2.255000000,2025_8_HAD_64
High Risk,2.121,0.839877793,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,65,3,HARD,78.125,2.081,2025_8_HAD_65
High Risk,1.937333333,0.191314643,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,66,3,HARD,77.52,1.476,2025_8_HAD_66
High Risk,2.176666667,1.796106437,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,67,3,HARD,79.017,2.973,2025_8_HAD_67
High Risk,1.895,-0.065966606,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,68,3,HARD,77.28,1.236,2025_8_HAD_68
High Risk,1.694,-0.455104496,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,69,3,HARD,76.917,0.873,2025_8_HAD_69
Medium Risk,1.022333333,-0.363984053,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,70,3,HARD,77.002,0.958,2025_8_HAD_70
Low Risk,0.861666667,-0.582673115,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,71,3,HARD,76.798,0.754,2025_8_HAD_71
Low Risk,0.862666667,-0.451888480,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,72,3,HARD,76.92,0.876,2025_8_HAD_72
Low Risk,0.770000000,-0.662001501,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,73,3,HARD,76.724,0.680000000,2025_8_HAD_73
Low Risk,0.713000000,-0.765986006,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,74,3,HARD,76.627,0.583,2025_8_HAD_74
Low Risk,0.598000000,-0.821730276,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,75,3,HARD,76.575,0.531000000,2025_8_HAD_75
Low Risk,0.567666667,-0.759553974,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,76,3,HARD,76.633,0.589,2025_8_HAD_76
Low Risk,0.624666667,-0.582673115,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAD,77,3,HARD,76.798,0.754,2025_8_HAD_77
High Risk,6.08,1.405291848,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,5,1,HARD,81.057,6.08,2025_8_HAM_5
High Risk,5.664000000,1.053487316,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,6,1,HARD,80.225,5.248000000,2025_8_HAM_6
High Risk,5.760666667,1.352013758,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,7,1,HARD,80.931,5.954000000,2025_8_HAM_7
High Risk,4.585000000,-0.086071835,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,12,1,HARD,77.53,2.553,2025_8_HAM_12
High Risk,3.443,-0.395169327,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,13,1,HARD,76.799,1.822,2025_8_HAM_13
High Risk,1.849666667,-0.669170934,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,14,1,HARD,76.151,1.174000000,2025_8_HAM_14
Medium Risk,1.336666667,-0.736825651,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,15,1,HARD,75.991,1.014,2025_8_HAM_15
Medium Risk,1.050666667,-0.757967751,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,16,1,HARD,75.941,0.964,2025_8_HAM_16
Low Risk,0.659333333,-1.165587425,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,17,1,HARD,74.977,0,2025_8_HAM_17
Low Risk,0.532,-0.694473716,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,20,2,HARD,75.065,0.532,2025_8_HAM_20
Low Risk,0.8745,0.095787205,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,21,2,HARD,75.75,1.217,2025_8_HAM_21
Low Risk,0.739666667,-0.766000981,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,22,2,HARD,75.003,0.47,2025_8_HAM_22
Low Risk,0.722,-0.755617991,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,23,2,HARD,75.012,0.479,2025_8_HAM_23
Low Risk,0.542666667,-0.524884876,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,24,2,HARD,75.212,0.679,2025_8_HAM_24
Low Risk,0.441000000,-1.117868982,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,25,2,HARD,74.698,0.165000000,2025_8_HAM_25
Low Risk,0.371666667,-0.995580431,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,26,2,HARD,74.804,0.271,2025_8_HAM_26
Low Risk,0.145333333,-1.308223803,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,27,2,HARD,74.533,0,2025_8_HAM_27
Low Risk,0.386,-0.284922436,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,28,2,HARD,75.42,0.887,2025_8_HAM_28
Medium Risk,1.054666667,1.318672716,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,29,2,HARD,76.81,2.277,2025_8_HAM_29
High Risk,1.505,0.250378392,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,30,2,HARD,75.884,1.351,2025_8_HAM_30
High Risk,1.581,-0.021886684,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,31,2,HARD,75.648,1.115000000,2025_8_HAM_31
Medium Risk,1.203,0.010415952,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,32,2,HARD,75.676,1.143,2025_8_HAM_32
Medium Risk,1.420333333,1.002568348,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,33,2,HARD,76.536,2.003,2025_8_HAM_33
High Risk,2.059666667,2.190843893,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,34,2,HARD,77.566,3.033,2025_8_HAM_34
High Risk,2.776333333,2.490796943,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,35,2,HARD,77.826,3.293000000,2025_8_HAM_35
High Risk,3.003666667,1.789368272,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,36,2,HARD,77.218,2.685,2025_8_HAM_36
High Risk,2.911,1.870124862,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,37,2,HARD,77.288,2.755,2025_8_HAM_37
High Risk,2.117666667,-0.254927131,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,39,2,HARD,75.446,0.913,2025_8_HAM_39
Medium Risk,1.362,-0.825991591,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,40,2,HARD,74.951,0.418000000,2025_8_HAM_40
Low Risk,0.636333333,-0.641405099,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,41,2,HARD,75.111,0.578,2025_8_HAM_41
Low Risk,0.482333333,-0.787920627,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,42,2,HARD,74.984,0.451000000,2025_8_HAM_42
Low Risk,0.450000000,-0.937897152,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,43,2,HARD,74.854,0.321,2025_8_HAM_43
Low Risk,0.308333333,-1.131712969,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,44,2,HARD,74.686,0.153000000,2025_8_HAM_44
Low Risk,0.263333333,-0.943665480,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,45,2,HARD,74.849,0.316,2025_8_HAM_45
Low Risk,0.419666667,-0.396827997,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,46,2,HARD,75.323,0.790000000,2025_8_HAM_46
Low Risk,0.758666667,0.041564923,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,47,2,HARD,75.703,1.17,2025_8_HAM_47
Low Risk,0.846666667,-0.639097768,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,48,2,HARD,75.113,0.58,2025_8_HAM_48
Low Risk,0.928666667,-0.113026265,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,49,2,HARD,75.569,1.036,2025_8_HAM_49
Low Risk,0.925666667,0.031181932,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,50,2,HARD,75.694,1.161,2025_8_HAM_50
Medium Risk,1.074333333,-0.124562920,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,51,2,HARD,75.559,1.026,2025_8_HAM_51
Medium Risk,1.049333333,-0.199551183,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,52,2,HARD,75.494,0.961,2025_8_HAM_52
Medium Risk,1.213,0.597631731,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,53,2,HARD,76.185,1.652,2025_8_HAM_53
Medium Risk,1.432333333,0.634549029,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,54,2,HARD,76.217,1.684,2025_8_HAM_54
High Risk,1.82,1.142161883,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,55,2,HARD,76.657,2.124,2025_8_HAM_55
High Risk,4.259,2.366112244,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,58,3,MEDIUM,78.349,4.259,2025_8_HAM_58
High Risk,3.4275,0.789501649,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,59,3,MEDIUM,76.686,2.596,2025_8_HAM_59
High Risk,2.844,-0.081758205,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,60,3,MEDIUM,75.767,1.677000000,2025_8_HAM_60
High Risk,1.871333333,-0.400303701,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,61,3,MEDIUM,75.431,1.341000000,2025_8_HAM_61
Medium Risk,1.281333333,-0.888550518,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,62,3,MEDIUM,74.916,0.826000000,2025_8_HAM_62
Low Risk,0.756666667,-1.573992166,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,63,3,MEDIUM,74.193,0.103000000,2025_8_HAM_63
Medium Risk,1.048333333,0.429241862,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,64,3,MEDIUM,76.306,2.216000000,2025_8_HAM_64
Medium Risk,1.489000000,0.364774321,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,65,3,MEDIUM,76.238,2.148,2025_8_HAM_65
High Risk,2.311,0.763904243,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,66,3,MEDIUM,76.659,2.569,2025_8_HAM_66
High Risk,2.214333333,0.154306761,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,67,3,MEDIUM,76.016,1.926,2025_8_HAM_67
High Risk,2.088666667,0.007358690,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,68,3,MEDIUM,75.861,1.771,2025_8_HAM_68
High Risk,1.730666667,-0.254303682,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,69,3,MEDIUM,75.585,1.495000000,2025_8_HAM_69
Medium Risk,1.477666667,-0.565264761,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,70,3,MEDIUM,75.257,1.167,2025_8_HAM_70
Medium Risk,1.220000000,-0.725485561,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,71,3,MEDIUM,75.088,0.998000000,2025_8_HAM_71
Low Risk,0.782666667,-1.498148000,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,72,3,MEDIUM,74.273,0.183000000,2025_8_HAM_72
Low Risk,0.393666667,-1.671641529,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,73,3,MEDIUM,74.09,0,2025_8_HAM_73
Low Risk,0.493666667,-0.441069940,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,74,3,MEDIUM,75.388,1.298,2025_8_HAM_74
Medium Risk,1.175,0.439670435,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,75,3,MEDIUM,76.317,2.227000000,2025_8_HAM_75
High Risk,1.990666667,0.648241890,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,76,3,MEDIUM,76.537,2.447,2025_8_HAM_76
High Risk,2.368666667,0.634021109,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,77,3,MEDIUM,76.522,2.432,2025_8_HAM_77
High Risk,2.742666667,1.503384859,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HAM,78,3,MEDIUM,77.439,3.349000000,2025_8_HAM_78
Low Risk,0,-1.075789160,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HUL,5,1,MEDIUM,80.475,0,2025_8_HUL_5
Low Risk,0.249500000,0.174565166,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HUL,6,1,MEDIUM,80.974,0.499000000,2025_8_HUL_6
Low Risk,0.429333333,0.901223993,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HUL,7,1,MEDIUM,81.264,0.789,2025_8_HUL_7
Low Risk,0,-2.121871603,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HUL,14,2,HARD,76.106,0,2025_8_HUL_14
Low Risk,0.2235,-1.737185558,Normal,Use: Clean Lap,2025,8,Monaco Grand Prix,HUL,15,2,HARD,76.553,0.447,2025_8_HUL_15
